N,P,K,temperature,humidity,ph,rainfall,label
34.4708481007184,56.67401318016572,83.1060570647467,18.62683837544564,17.33254462483516,7.12382572178266,81.04745178899952,Chickpea
32.91105579615931,120.3705537626992,204.75873415530427,35.70051175416819,82.00080249611493,4.959086628620419,70.16799267192481,Grapes
43.649803828975074,77.14153294349045,21.434453219261822,33.24301616597319,61.74906835394905,6.910297057400353,62.25900461605145,Black Gram
92.05324637035118,25.81236617692857,27.46715148147487,24.094748930499843,56.35701773350454,7.4907949751374945,137.66885366770808,Coffee
12.508617647376004,71.69019271801714,21.94849874662375,24.33833101460389,21.30314010385337,5.221297695483989,60.86151490084149,Kidneybeans
9.665154304001293,56.13344946339363,16.77138086896694,26.395182808214276,67.35514900838774,5.586523863240791,45.89945261840275,Lentil
13.791080530606996,17.831354700148673,30.14048364713344,29.76095267089616,51.6474485804246,5.236959414476103,95.18659903358189,Mango
73.04115216221926,57.327321838819564,41.77144569843597,21.75226637789768,84.54822818343516,6.6977891913691705,272.4768615833553,Rice
94.16861004204524,49.86577257119108,18.81292199728589,23.07825681273126,73.63734457640061,6.198675655508664,98.27705687587915,Maize
4.87968434997916,77.27300930461958,19.33801080845398,32.34249955745609,66.87280887863514,6.607321112907428,176.08817263344892,Pigeonpeas
89.650323354752,15.903300136168134,45.77078383283435,25.055055106893487,80.44703964324583,5.894967012438181,50.630417762487,Watermelon
51.94141416725165,56.99268399824722,54.90814786548216,24.68817921924566,89.48761462278812,6.375439337497469,107.829588149912,Papaya
23.13668594283309,54.24842896588488,16.096314339227508,20.976756293038804,70.0516437275475,5.413164541209958,185.0903503473297,Pigeonpeas
16.06477502800757,35.3810362673476,30.967644860706667,32.756227813633735,50.132419969526026,5.935755955939412,95.69962986540786,Mango
117.68480246938093,55.91342798303693,15.473871187253083,26.03300595884048,77.85490613251012,7.208841336569942,89.38104678404524,Cotton
1.3020955625820916,30.170634309510223,29.426433868157137,29.286410805610043,50.39478831185789,5.846818398159334,92.39909736861571,Mango
119.42447606999517,19.61549381652405,33.60739452498152,23.514706949945023,51.25691717865983,6.591573747445382,130.34930999778945,Coffee
2.626893594387987,36.00766648387596,30.11589834294068,30.260300348604087,48.79698566055799,5.762542018721681,92.19580591433264,Mango
86.1443242803658,28.41184845759067,34.3590316178659,26.478422162969714,56.953416863507776,6.681761951674116,151.75311269121335,Coffee
39.25783558345948,9.368687624855552,15.733612602760374,25.317469583359603,92.06827840320712,7.308869054943917,116.53369581388604,Orange
103.5571455602432,25.485157875085847,31.01776189790676,24.722879752647327,62.02056570279666,5.8999467828312095,148.27580706457823,Coffee
84.69933571962187,9.214172189630244,53.40233961368926,28.57634361327471,93.35403351997246,5.885486792597401,28.665700712067466,Muskmelon
106.0062691308495,48.5867717805804,23.60464814980037,22.94252744728341,76.22205533712143,7.084059136599101,90.25566779138676,Cotton
32.62399543242698,42.94532475821075,22.24516767891969,31.674420961699138,55.08523486068113,5.044205525835005,72.22173653721848,Mothbeans
94.69996603382074,6.789231812374887,45.43927620269447,27.27261317672522,91.07537975539157,5.344558442422064,24.01571467123787,Muskmelon
35.24285294439328,26.678695182225155,26.024299326269357,26.220757806656582,95.71428609062434,6.219230285177775,172.32205280406058,Coconut
39.77565118143698,78.46514933174403,17.189896542907725,21.418785374110588,63.51594647260568,6.097658081470061,38.94313709924055,Lentil
73.02678549473171,44.45949209764037,22.183398971787703,24.42232001176205,73.22177510329738,6.352380933541252,96.54942536570496,Maize
84.68582312183665,25.140797462796225,51.49871096049863,23.87830304439415,81.77844427386134,7.267458998768994,43.46321169162931,Watermelon
81.04775479393875,71.52525943154478,47.24926340867223,27.182256240193382,79.7091861015555,6.124504615589819,104.99373664392104,Banana
40.46497501564733,72.51721438693767,20.3367572036068,20.590476735284167,20.82412661292241,5.387168902295711,61.323357672363215,Kidneybeans
119.06956917252768,20.954455287664523,34.753267831009154,24.3759699424597,65.35773971520979,6.95358261028907,120.00925946019348,Coffee
36.81801242555924,65.3200184817292,16.29477374316017,26.19201389335047,63.218823070909885,7.196205900723432,49.842883661561245,Lentil
32.33850993322347,76.13947419629609,14.784539303842823,28.50665853321057,64.26204302533125,8.17666140875777,42.62361718315872,Lentil
18.6623481156405,57.926251388546255,16.285547895379658,20.528855556345952,38.47674696272984,5.218691193058736,180.11985408432184,Pigeonpeas
26.78217407225987,57.18573804138993,24.17635351767175,27.58654977282777,43.39947844892651,5.540791236341429,142.36579821194093,Pigeonpeas
83.86601148152664,23.25761378377783,54.21610089995493,26.62960214867068,83.05747840598346,6.815246320861162,43.41108749420732,Watermelon
40.1859352847568,72.19200161991857,76.27513170171224,16.663215380796974,16.632213600982418,7.369710748358206,88.64280664525022,Chickpea
38.34786469068112,126.38594008460848,201.7560010526315,15.43275912581712,81.79429864510956,6.268287653412416,71.6261757877041,Grapes
22.96016840773319,20.97816180564614,25.399640274940893,25.25955981368869,93.06381554234632,4.815291763383764,149.20399488050188,Coconut
39.36801022564464,76.31443120277584,75.99602731654973,19.55347240282705,15.47595484032294,7.006736777553144,68.462081113212,Chickpea
75.35805479485465,42.60919446635327,15.879033054169412,19.904394661242563,63.84953987181526,5.566950928408294,65.38264859477754,Maize
34.82695707569175,34.866935980622465,21.024971525712044,27.822956908731047,82.1121056154331,6.93604784349921,58.28030285267495,Mungbean
11.413242852401492,77.68890746579008,21.30671335429913,23.446528148538786,22.91844620677296,5.944729488471817,112.99688154433753,Kidneybeans
28.706365530994216,69.16827453306884,24.164466595315737,24.26888170007849,19.84496817302997,5.10295160862676,117.17244665546453,Kidneybeans
15.852076325467037,129.5306892315172,202.1543693348792,28.92698651547469,82.9307712956873,6.943281453203857,69.25806982722838,Grapes
89.07499718048908,83.50156774355511,46.89657030211752,28.903766794473576,78.00791675761883,5.122240590580649,109.3051254225719,Banana
108.3267464964147,22.89484092927209,51.29614741499122,27.24445059301063,83.69562360232109,6.287684732658249,40.26867172606608,Watermelon
26.31197074906113,61.01698747095405,24.647468798036588,29.277870385221014,66.03186083594089,6.894182337259517,61.73283112067428,Black Gram
37.65392429856048,24.01692242894036,33.28430264096509,29.760136792385577,97.59683146420704,6.247079737844172,143.5336318871983,Coconut
77.61668592030327,45.46527519205506,41.82308471917726,23.916008668794166,78.13461682357128,6.520817869824048,154.5471901473524,Jute
36.38559471274333,23.41975028941476,12.161361862255506,32.20418918960922,90.9789314203883,6.141380905920816,112.8985096518408,Orange
90.91019759781656,21.332782069016066,25.84307985337994,25.808125269832026,57.02260663754476,6.6712002069092335,191.795664561374,Coffee
5.79491159759894,63.28207385268639,23.500299454153343,25.241703644160133,49.83968841983428,6.305540022030695,160.13404448708383,Pigeonpeas
14.564960734701057,35.93279193249315,26.726096686386345,27.861342501658573,54.2109279497401,5.605416762994606,90.88143991386232,Mango
1.135432524543519,30.353843280255973,10.23889467888372,12.282210897526385,91.18664544182464,8.0568223678289,102.71055856810226,Orange
26.722222668539057,72.90205810398031,79.51090453564657,18.525194941775887,15.742819407707476,7.601097561066188,82.5676211988855,Chickpea
131.0088837940162,49.02389057362015,21.78612505361812,24.910365071301545,79.50883233732355,7.284918395295919,67.66933469963527,Cotton
39.42614171714963,37.18061382735972,15.162030992671944,29.579018810474253,83.5614138995391,6.769482640952861,59.48990642909334,Mungbean
12.402221139902162,68.96342923737069,20.266546412525905,16.24694831163537,19.6187439623989,6.104687409220203,115.7953432437951,Kidneybeans
12.557961643000702,60.594925609290286,22.43387261250049,19.36729202528302,63.29835037662885,7.454744039744777,46.896043431847104,Lentil
22.63108620767875,62.72226919884043,19.06543481844531,16.856423812810153,19.163783794237712,5.2945942558444905,98.9610840063376,Kidneybeans
78.98052902358957,44.13372889217871,19.99160951012872,23.8612678535732,58.682306463585135,6.1853673190437535,90.26738688993608,Maize
5.975451576354739,9.52923696143108,11.956364674916856,31.02252278877777,90.0035844617008,5.452830261841328,109.3192738973679,Orange
24.82522653781827,75.79169418931184,17.401158390160237,32.03899841160739,67.321784157916,7.865439257161139,62.71497892963766,Black Gram
31.206602811438152,69.73830909593319,77.02364081531081,21.580956422590702,14.232004708584771,5.638422336319402,90.72402970180106,Chickpea
23.731514230135573,5.727682919329958,44.02345557149484,21.333547598494725,95.04452443479327,7.741692039172034,107.24896871670876,Pomegranate
26.734813325794683,8.758876602002726,31.388085366706168,26.937288822824517,96.9944763054475,6.269971879283594,144.33065448850735,Coconut
39.05664160492523,63.52091318984667,16.222764529733784,16.60850934472696,24.29545829508052,5.159058694738286,140.67903343680902,Kidneybeans
67.08404968192876,43.805969156768654,38.86828165930667,26.327369815165277,84.70737182102772,6.8252364429598575,186.3738427473357,Rice
34.92074390818473,56.56606927625743,83.2473670497806,18.86895595319128,17.55361943125318,7.796382949077903,79.84771587101892,Chickpea
-0.0151974003638154,35.826229867915245,25.19841251959323,34.151518600630936,51.20385221494357,5.372912401996948,96.0962625035702,Mango
102.41618027196914,52.77229165833624,21.91087179655573,23.82146280840288,75.12672125380456,6.904927591525497,91.3979179905428,Cotton
79.68337931287608,15.540935675422215,45.71145491429039,25.55969702082077,81.77317692384631,7.338041633240126,48.41035873037875,Watermelon
124.43640299076344,59.19488800373948,18.16977266909184,23.58344259770069,84.6237139958598,6.653168233344242,80.26759361047452,Cotton
11.349786006356467,71.53627960024635,21.455974806850733,29.06339726767726,45.60970643149896,6.842246594489773,172.3480175822972,Pigeonpeas
53.02293837526066,67.25252768701372,17.288451836109193,32.22440264998014,69.87463711877598,7.655057484276109,61.76042234087532,Black Gram
11.38720802683345,132.0467516289578,196.8273843411374,16.579042907350644,80.97007626989942,5.327012513557742,74.4257560346808,Grapes
8.207704178812342,119.96101292742163,200.9300229478656,20.61818916550216,90.55819558929502,5.613324069869453,122.23431661745089,Apple
91.54054783921852,54.64414318698285,14.823735086002838,18.825607447127016,73.1591210874259,5.587008157209917,79.146045940546,Maize
9.910304660551114,58.1998169071748,22.11750893698915,28.8724121229956,87.08750743369477,7.815438152292002,37.05393145583862,Mungbean
81.80265726694496,75.00720728331235,55.43127662189352,26.92696215512709,78.97736508056855,5.786083646696323,92.66813708210864,Banana
118.21216453415258,15.06210560756751,44.868267030699776,24.97931506366496,83.9344564722655,6.664163076144764,47.23830825662965,Watermelon
6.725275184493482,139.98943613685972,203.94938878809265,17.57078053584257,83.05268267492846,6.659524911355467,70.39892221981198,Grapes
10.768927645660764,121.67120603677893,195.34007128404508,11.73019681390822,83.76381868399895,6.399032012992043,69.68250256503218,Grapes
83.32221009477271,7.459435219002032,44.25759879784837,28.35824391141927,90.33280635804338,6.844583664001835,25.383257640603908,Muskmelon
17.738711736560308,12.373230212220376,34.86970911371181,26.1541897743601,96.97956249331097,6.606046269940249,131.34399126294892,Coconut
1.38899007057152,119.88381795781868,203.20185899411027,23.2469673804794,94.17515414022338,5.614830653489729,107.6830970448938,Apple
102.31397985558677,36.02200133283044,24.53333311612822,24.482358095315128,77.40471812164132,6.311573465152473,72.33856494942263,Cotton
110.29642533898912,6.414419168367223,53.22436493281653,26.014545818014447,89.10404729227102,6.418286446903284,45.1475728628357,Watermelon
6.894069474581558,16.08432962816944,9.614823725208202,18.74848439584241,92.13435161970412,8.026072978495096,115.29212954389668,Orange
33.311407770394126,59.424181636409706,19.3526956383382,23.49195866627176,61.69057655517327,7.6381572502422115,49.75545119388341,Lentil
22.932851724090792,74.4881597512985,24.876702053356787,31.141821056970997,47.20451276419933,6.988032737223763,90.90951822335572,Pigeonpeas
17.64847490654523,135.61174676419384,196.75290276905383,23.491996379851237,90.6456227788581,6.368861954175271,103.77770188341565,Apple
72.65389341625048,34.86947215505295,38.20030083974002,24.050518498655265,80.85268216635802,4.9770411648211885,185.61213816818676,Rice
100.10180854017618,38.35973785712219,20.832285202725323,23.19809243447304,72.41612277471545,7.112181418971514,66.92372289855217,Maize
88.43635428896032,52.11671266956801,45.48847270145789,23.2197923811325,77.0771493888682,7.008185420022391,197.3144042130581,Jute
0.6184279381719515,14.50853750546264,9.255260464698605,30.18645857071424,94.46116500450456,6.888093913012211,114.8699272449066,Orange
0.4339871545471193,7.865565417928341,26.00774315451742,27.23115837750584,94.42165246343154,5.455617520789474,157.43336327147435,Coconut
19.41459409869844,23.31694878856109,10.836726517317857,31.795914701256688,89.69835244783503,6.7662952274397625,110.17278987481106,Orange
7.004883658793123,29.62927386835274,40.25887749540463,22.2993377619378,92.28099279716292,6.650205500588852,107.26612258100496,Pomegranate
35.364066828789774,66.91078862181841,20.498222456643077,20.233251645144517,60.40849716278513,6.818660768814255,53.23944600674091,Lentil
24.66383152155408,75.12715425328047,24.14340564287736,14.79332246084474,24.88859268678673,5.441997291017893,136.22899358731658,Kidneybeans
27.07136129498105,62.33332054500731,19.40862673870279,21.057228028271798,21.9233066924478,5.03119015544299,132.77382097431322,Kidneybeans
6.584124534022489,14.667382099902303,32.316115167046725,25.20849605746966,95.46578724403398,6.473544104326205,175.8805172782758,Coconut
88.8200299424934,24.883396129073272,53.94817975185933,24.766622423955504,85.5920976429324,7.122672611132632,48.57662152794499,Watermelon
115.46558547339512,8.146563357018433,51.90727306008416,29.16671567006915,90.93625505171308,5.351500019694951,29.88419702686344,Muskmelon
24.513825196522586,27.01961383656652,33.342086796066106,27.94898137652653,94.81482150671133,5.75036003870737,144.3213120111991,Coconut
110.22194005450612,71.22749427971429,53.27438993685583,28.86952080976568,82.24080546895952,5.469463975924887,94.2689613732666,Banana
16.17059202298519,29.42412125952964,12.699965708328358,33.10656733444608,93.84066693699504,6.959649464724227,116.48429126482718,Orange
89.18659540880779,45.24542919493952,36.48133756166011,21.17384262604112,80.23098589139113,6.098481984290871,185.67725792109215,Rice
73.46386321722318,57.623107095890845,41.58843996559533,21.302374378455266,84.38730757157711,6.217043701183483,272.31473125714643,Rice
15.196173255556774,45.613601344465216,22.65503410972873,24.860969264779435,61.82120867836655,6.82897647530342,45.16532756308576,Mothbeans
38.01418694547047,37.87908862381023,32.1570725653199,31.81503964223976,46.06618938323193,5.650261323097239,91.70982907019318,Mango
112.16207645218589,38.25279969874852,25.49907732238344,21.75443587237424,78.80527998701059,6.690057890660563,90.53750982999412,Cotton
48.79394536743023,68.42303322668279,21.596779831718177,29.543862668167183,61.79624431160836,7.665905122000245,63.81974215474697,Black Gram
111.50674194608152,48.07722904846239,24.992075719034958,25.63952575404438,78.04845754333589,6.302529195959185,66.73670380066172,Cotton
115.43522378561164,16.935523427055692,54.14972849600702,26.98002074251812,93.57767276435668,7.992164405570298,28.414743790754702,Muskmelon
1.8226655533188003,46.94140196842159,14.087430609220077,29.670457911406213,86.79485428798472,4.685174876624308,58.20452820303159,Mungbean
95.67326967462762,45.52361233664941,21.906338079235905,20.65321090842154,68.94079969062814,6.709043825578203,66.52079056129162,Maize
33.19165372215599,47.123637007033714,45.34586090214696,29.186963686288475,94.28172990559425,7.085484359660864,209.08431873551527,Papaya
126.5662430257592,53.61815946280839,24.256671939194668,23.07150459573397,76.64561745532683,5.0734593494485525,71.45221931309885,Cotton
40.019909911177145,68.73329475955606,17.182739710742705,34.435520754983585,65.4858505883226,8.154564445157206,70.30301236618531,Black Gram
22.47791820490299,10.9380869038822,28.70677616755183,28.064869246384777,94.89539689790162,5.029087004556882,218.0674719686016,Coconut
39.49538158521021,4.925189542999183,31.93888171194465,27.00877190538236,96.19091633898653,5.931462325348289,142.71108020680137,Coconut
124.1336019425191,39.11025906404629,24.273732579472423,25.330452531565975,78.36742617561468,7.867253765458583,86.12306901077477,Cotton
83.6814866876828,56.89538984250244,24.45043789342866,23.212714321311736,68.68314284063263,5.963188898427184,63.63315782577175,Maize
105.5168643317414,15.75453273301,54.08093165448607,28.436878278947347,92.31414611957698,5.773947081095622,23.77668443698581,Muskmelon
30.127777884591843,25.23647823858384,31.113366988269604,25.90424084091133,98.86823105337808,6.143167989400329,208.8123405268,Coconut
19.660430273325492,18.42003800659423,35.290779870264,33.555943464490014,50.82768029842732,5.498345602302423,98.98621038973825,Mango
36.51078300756275,51.42897020645583,47.04047547651252,42.99355802620208,93.16194132272808,6.145323240337314,212.76238648277837,Papaya
11.716809376393751,8.090081231469336,9.685767259086386,16.383966051196616,91.4422878229543,7.854042018627037,107.69985060875158,Orange
1.2029861400068134,134.38624316153553,202.87531785493888,22.265380148623493,92.2480832224452,6.00129390668226,114.1614639416729,Apple
28.80719939970726,34.68390874501065,27.6746917310131,27.66686978417159,52.52717201515549,6.227325835604617,90.04736406473378,Mango
13.76186588228354,67.13309090758355,24.679304269978424,24.830500583738647,60.779308835969736,7.692230255264354,49.88180349957843,Lentil
40.05368294100028,48.895744645079525,16.12889749764449,29.80002035043012,45.92607574845055,6.984584411945993,54.04873536060026,Mothbeans
26.08773276262334,53.32194602721931,16.689149616984295,28.23960173853148,89.41519979050244,5.6733202137278695,49.955840266538445,Mungbean
11.573492034557308,28.45094197709882,13.754899681705256,22.66506097792709,91.59908584903512,7.723332824943643,118.09202217518444,Orange
74.16242135885243,57.950263489266376,17.69168266354852,19.715643296863043,56.16622874042047,6.495467624979392,108.35614721608846,Maize
33.392434928039194,27.94215203513596,33.8276067440606,31.269022419668737,48.729261359194005,8.389441910455666,91.7115826984145,Mango
80.93773254230092,19.4435325012399,30.9239767987191,24.28583946790317,58.67315637604756,7.843207050374008,134.53395926962023,Coffee
92.6377477973673,81.28734148077083,50.98671091557564,27.84464333515154,76.6136724052355,5.2672761114637,102.2605132920771,Banana
87.07756849409606,21.28302920416549,52.1021444572234,27.87297360859735,94.47583092523342,6.254726705546413,27.133103740025025,Muskmelon
26.73000682891689,72.17346121818639,23.235134853109447,19.60369141630222,22.21104970337229,5.567871591000015,63.80602552821468,Kidneybeans
80.78256992691604,16.16840243910042,45.45328183770438,26.12658021346601,81.23604949771973,6.542715922359941,48.3633464890249,Watermelon
106.73601273110364,83.92935000462442,52.44195801136162,26.85326292180545,78.10467354226793,5.807199251687048,99.78837758438964,Banana
53.37341050031717,67.43154087224225,16.723686562644605,31.83609316025432,70.44193228220094,7.532559177347691,61.66149269851378,Black Gram
32.42962142222749,54.81612600546748,51.0245482937064,29.581212701469177,93.01760935472238,6.411495896729295,63.21248632778301,Papaya
37.626917286067865,63.2230644227602,24.56891367318744,33.48258168168057,67.82730046531462,7.370720010510209,62.70428368518891,Black Gram
20.13689815817104,71.25534300173443,15.095604043171845,36.92506443699764,56.90565661481379,6.541711608872354,134.22734785273653,Pigeonpeas
35.42842611097742,41.36399250593831,17.950938380616524,28.285462027276026,82.01590065315611,7.2285308379060735,59.84677864420035,Mungbean
15.396175507444587,45.2233686855784,22.992555765345816,23.505432245433504,62.41812833390773,7.016571589194342,45.24824166596728,Mothbeans
69.88318528764631,36.359766663706814,40.54514971769108,22.08944486906469,81.08085637826987,6.952013185010031,203.0166575471408,Rice
22.51729700322776,60.12918442251197,84.23432948007049,18.79228983596711,14.890322696306669,7.602729258462371,95.28450196393112,Chickpea
15.46348516517199,6.469857856992607,28.46661389583834,29.857805589910438,92.97808906999586,6.926860937673018,132.53478138429443,Coconut
14.951023426468224,44.91758174634046,22.753708039174924,24.984776910923923,61.60698341198432,7.452169704643152,46.60980698851929,Mothbeans
67.72066348810701,69.74173251084521,53.838270683173846,31.485862588158493,92.41789440957513,6.750149230685886,54.53558478822861,Papaya
93.06885496157254,93.78553529495974,52.97346635961253,26.233656215049425,84.458379073271,6.348259881335465,114.83388610601628,Banana
88.48402536304785,28.91647058293777,50.53875475263196,23.738133909950683,89.38054464893922,5.609765930269124,48.39590255101732,Watermelon
106.79857310198923,50.72062806862805,23.26726669119347,23.86830072227033,78.76076903955321,6.119773540992481,79.34269594754888,Cotton
106.95570275231154,37.85530175982381,28.5598995301854,27.100444726934303,56.93982476773168,6.80230250221711,145.46948683503797,Coffee
20.28940112073288,19.56247984151361,35.53485656019151,33.830574697126416,50.545630641014064,6.393671081102284,98.00693338219094,Mango
-0.3683505482260536,12.138066946411476,7.045179411865797,20.045196822381467,91.3985059635993,7.670014949822824,116.50856326193733,Orange
60.15601290744467,59.33620378307018,21.297337323821388,31.34230021955573,66.82843819369293,7.627381339892519,73.89478933415666,Black Gram
28.26166466666773,145.15572788766397,201.62541922952596,19.128531862487865,82.3141372001635,6.348434629793762,66.09330832736653,Grapes
17.19854592310713,73.7800363425589,15.112461424485636,26.17144280006204,23.22664168531608,5.650505351178679,146.4389655825224,Kidneybeans
82.9429546074517,24.97165493496721,53.54006961976734,26.940757776343307,80.05708746661266,6.582735761334178,57.77539520656562,Watermelon
34.99262003172626,11.361561170041137,10.650137563187451,31.28326198873637,94.32301559099936,7.431974512541551,115.65167498571677,Orange
-0.0736459770037403,19.56126606842468,32.821513774961005,27.013214857794104,94.92907017138924,5.988209575529674,204.7581568895325,Coconut
72.21975973060297,45.31486561664301,34.73891650695694,25.85097206875401,83.14137431818985,6.181846892647608,196.2908587767336,Rice
32.749271528154594,78.81853721495045,21.81994137933244,27.49543482675834,63.71596266008494,6.328953448614159,54.77520627978135,Lentil
16.128749401488236,142.69974250544217,197.41906565302423,21.67307652968165,93.844102887441,5.7117604716067305,116.7831228014321,Apple
94.5169593550195,56.290078458779945,40.095932816575306,23.685326581772767,73.31983874799789,6.496150013246874,185.1500135696284,Jute
118.64267399427092,32.391586871572095,28.86648780800759,23.962362980903656,67.57896027634402,7.104342927122699,173.29952579377164,Coffee
107.3824681526113,71.37582896665954,45.09103592258369,26.167355353211303,85.03790469113204,5.587599808174661,90.84589510725417,Banana
83.2043923389931,60.63721697963268,35.482988344572746,25.14302196168407,79.68084721955685,6.540159363751915,200.4090722465465,Rice
18.5447549748023,50.83712067948032,24.885494943625933,26.412609568926964,48.03338295180748,2.9330703792681625,42.46907944910882,Mothbeans
3.366748982770327,18.973740883182185,42.35332916876783,17.24183301397661,92.59832639833463,6.335239506103045,106.27527712362324,Pomegranate
58.766278037148176,63.25356332511973,17.88880919806753,32.12327484809147,60.0439638168216,6.772422259361353,66.40206114193475,Black Gram
98.77017084300516,78.49647946739597,50.64564257032632,25.882296907957127,84.6177448655785,5.753722208424539,90.9739444974464,Banana
22.857943292269745,23.11221830231876,32.16933241281519,27.1629435635726,46.46727079714039,4.948233102117435,93.059054544485,Mango
23.11720174593598,61.46616041724568,19.454660664348896,16.24336340695434,20.564347574182325,5.751911619714993,99.41421165991603,Kidneybeans
100.23398711042051,32.02528491220552,25.932521330302954,24.11343490489852,57.27557797889193,4.958791531447436,124.03168356499692,Coffee
31.6138204476472,129.92976425939673,195.57891031347216,41.09550470827181,81.57070193601498,5.898476769480514,74.26512149340985,Grapes
99.63643758858684,79.73187778001751,51.39364028734266,27.22425580530947,77.3126007802295,6.461342400871774,110.9067675140991,Banana
44.25903698624572,59.83041961012236,55.100245454565744,35.096252937395086,89.93738343516534,6.669000535490748,98.89132805236636,Papaya
4.817960874156112,47.462404693678,24.08228557922789,28.056855680683707,84.51769152943064,7.528588197739299,48.12477312873342,Mungbean
107.37148226426804,26.225565221543743,51.96766866341135,29.9304971886544,94.58472502951864,6.30183656738359,26.692870539958097,Muskmelon
42.49563152675979,58.688470570345615,25.054451388590135,27.06826956703281,63.405347698760096,6.109592514752661,69.60946476362908,Black Gram
25.456638585789623,18.697646772962376,42.23240513142018,20.02945269926818,88.9114466225349,6.738564996558231,107.3689068291318,Pomegranate
29.7040192816445,120.58886288637768,196.059825687444,23.053006854149935,94.6786657506784,5.913246894907114,123.68229253157712,Apple
-1.2023431127150457,49.22952037950939,18.45476035838732,27.854338008724103,88.50061900388178,7.24336161886749,41.5359930785396,Mungbean
-0.6578988878382039,133.43736259384673,199.08720866279532,23.652135022874877,90.73505713025688,6.26684271793209,104.13953595352618,Apple
33.13080521302558,119.45982390455458,202.88685921711712,22.12563430650548,93.9705155292276,5.991234262096705,114.35927517998388,Apple
108.88939993500894,21.133588024839742,46.48770048543222,25.853062226631817,86.47350753350156,5.905390660845254,53.18462111419888,Watermelon
49.09132126586482,68.35408803185116,21.43689739593849,28.46744195634229,61.0664171487188,7.048882725628881,63.48794160642174,Black Gram
61.56256515492738,38.13010428976609,19.82853872967007,18.643831653241683,62.297906077506894,6.244431822793968,64.96484795867356,Maize
88.65219867693695,51.765909321132206,41.846338897681086,22.075631586402327,81.49831614004924,6.798198655582453,195.75230338870983,Jute
109.94501878069572,87.15025671112319,47.8129562282471,26.9486893397221,81.32592121414795,5.575829262705222,98.14783702614274,Banana
17.623947275346517,19.67139863995269,28.83441899554765,26.91863903439605,92.02392801696388,6.907564200641872,162.61402477970952,Coconut
113.8308776619461,19.853287658671476,47.64849499899092,27.654433450565037,94.438281771238,6.365037455887791,27.383566806914438,Muskmelon
45.574025374237074,76.21008796922237,77.38671853728314,17.281603037599133,19.31479526825633,7.0989322559218975,83.78025412840768,Chickpea
114.21985734614698,7.366403877681916,49.80002386679887,25.025607606671844,87.52384124496831,6.617805340860165,58.41202392482913,Watermelon
58.61658953415737,68.53435012140169,79.53196740819895,19.69993839834455,18.056599228640916,8.302120692640571,68.492979214913,Chickpea
22.453647659571928,51.87879746963466,15.440148154773553,27.422575991903827,61.09032467553662,8.670618043220877,69.63486973120865,Mothbeans
56.36650236030757,56.93245891366174,47.711214477543365,31.206964008811664,92.67598358170106,6.42520881014983,63.2697420308682,Papaya
29.542699640514225,41.14793911184612,21.25502421620272,32.17502172608316,63.196108954316,8.877442387180794,65.51608651684322,Mothbeans
109.49450181692065,11.398388193393318,47.36695089435381,28.5611375161952,91.9587166546715,6.013763846192561,20.745800510007637,Muskmelon
12.260318826204417,57.70212144226982,23.479647025372632,21.72353846634096,62.746838629628414,6.581099793832848,50.43338301062912,Lentil
131.01127732905934,34.296069601867906,17.680504904848778,24.3783271817784,82.472845127156,7.009446940607945,64.13452829771697,Cotton
31.19556838755463,137.31519176753423,197.3546719757914,9.649883628076926,79.92700597739284,5.423127771544161,68.73397823733856,Grapes
119.1845063317164,19.01339575661149,55.40254548118641,25.589383409333507,83.55542071484705,6.898676108938106,47.1314401965291,Watermelon
32.2805720941893,60.00740212859751,82.94531639722977,20.44926427467276,19.31562668419333,9.28534437868631,91.73242419091284,Chickpea
72.26243114934033,45.42789697283128,34.80405245749545,25.3315296578996,83.28307227039485,5.0490540607259655,195.7714585165105,Rice
32.820415986551744,12.01420821727341,8.164765375837494,25.769039752430224,90.82700109360736,6.327325733227116,116.79513827049652,Orange
31.91161874093344,121.06663783356952,198.9948355274759,39.135554612805,80.35310848603599,5.936481324916315,74.77666394146466,Grapes
60.08573305213356,54.21672570967509,39.204485997503234,24.19634874127685,89.03778789888267,6.8276211542713625,151.11421934618787,Jute
97.64360308055372,5.369302270872256,46.35016109883455,27.82250811600985,94.08890393218624,6.099624060298304,28.88565373883059,Muskmelon
84.00289051466801,51.03391873969688,35.61051549386401,21.50536147442938,81.25581780589552,6.013101233986596,198.31036783175136,Rice
14.082723069436298,124.74021551830694,198.81379468030568,18.424948947872643,79.14179112813117,5.101378465304984,69.68864654145449,Grapes
99.315931247856,5.6449926208017045,43.89090798934726,25.83737612680773,85.99400806896219,6.943068145342438,40.69706025061107,Watermelon
24.713560678426955,33.93823771945041,19.207163544249884,28.31599731851756,43.01983770412878,8.507508128683048,71.44083257807767,Mothbeans
74.61658156501846,38.34204511935311,38.245135570929016,24.13756314047356,85.22066412207634,6.289748273541919,284.5039075137204,Rice
31.242356757789526,39.899405591173405,21.739645525601784,29.19266558089148,86.35440140291784,6.515511367825416,53.93911261850606,Mungbean
8.803250919568029,29.18744361191956,34.116913268619065,29.30867974086841,45.68827105153098,5.845752723360403,100.64447636382448,Mango
82.68915757071221,78.78248537768053,55.3054950410252,25.64547782659958,82.64330724217322,5.349646493432203,99.4203046411582,Banana
44.09505355496432,59.43001479736508,78.51916682045324,20.61799437113513,20.318418796362987,8.262094338200443,83.95738492788396,Chickpea
